X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.500000e-04,5.000000e-07,
0,-1.250000e-01,-1.250000e-01,
1,-6.250000e-02,-6.250000e-02,
2,-1.250000e-01,-6.250000e-02,
3,-6.250000e-02,-1.250000e-01,
4,-1.250000e-01,-6.250000e-02,
5,-6.250000e-02,-1.250000e-01,
6,-1.250000e-01,-6.250000e-02,
7,-6.250000e-02,-1.250000e-01,
8,-1.250000e-01,-6.250000e-02,
9,-6.250000e-02,-1.250000e-01,
10,-1.250000e-01,-6.250000e-02,
11,-6.250000e-02,-1.250000e-01,
12,-6.250000e-02,-6.250000e-02,
13,-1.250000e-01,-1.250000e-01,
14,-1.250000e-01,-6.250000e-02,
15,-6.250000e-02,-1.250000e-01,
16,-1.250000e-01,-6.250000e-02,
17,-6.250000e-02,-1.250000e-01,
18,-1.250000e-01,-6.250000e-02,
19,-6.250000e-02,-1.250000e-01,
20,-1.250000e-01,-1.250000e-01,
21,-6.250000e-02,0.000000e+00,
22,-1.250000e-01,-6.250000e-02,
23,-6.250000e-02,-1.250000e-01,
24,-1.250000e-01,-1.250000e-01,
25,-6.250000e-02,-6.250000e-02,
26,-1.250000e-01,-6.250000e-02,
27,3.218750e+00,-1.250000e-01,
28,3.093750e+00,-6.250000e-02,
29,3.062500e+00,-1.250000e-01,
30,3.031250e+00,-6.250000e-02,
31,3.093750e+00,-1.250000e-01,
32,3.093750e+00,-1.250000e-01,
33,3.031250e+00,0.000000e+00,
34,3.031250e+00,-6.250000e-02,
35,3.093750e+00,-1.250000e-01,
36,3.062500e+00,-6.250000e-02,
37,3.093750e+00,-1.250000e-01,
38,3.062500e+00,-6.250000e-02,
39,3.093750e+00,-1.250000e-01,
40,3.062500e+00,-1.250000e-01,
41,3.093750e+00,0.000000e+00,
42,3.031250e+00,-6.250000e-02,
43,3.093750e+00,-1.250000e-01,
44,3.062500e+00,-1.250000e-01,
45,3.093750e+00,0.000000e+00,
46,3.031250e+00,-6.250000e-02,
47,3.093750e+00,-1.250000e-01,
48,3.093750e+00,-6.250000e-02,
49,3.031250e+00,-1.250000e-01,
50,3.031250e+00,-6.250000e-02,
51,3.093750e+00,-1.250000e-01,
52,3.093750e+00,-6.250000e-02,
53,3.031250e+00,-1.250000e-01,
54,3.031250e+00,-6.250000e-02,
55,3.093750e+00,-1.250000e-01,
56,3.093750e+00,-1.250000e-01,
57,3.031250e+00,0.000000e+00,
58,3.031250e+00,-6.250000e-02,
59,3.093750e+00,-1.875000e-01,
60,3.125000e+00,-1.250000e-01,
61,3.031250e+00,3.750000e+00,
62,3.125000e+00,3.250000e+00,
63,3.000000e+00,-8.125000e-01,
64,3.093750e+00,-1.250000e-01,
65,3.031250e+00,0.000000e+00,
66,3.031250e+00,-6.250000e-02,
67,3.093750e+00,-1.250000e-01,
68,3.093750e+00,-1.250000e-01,
69,3.031250e+00,-6.250000e-02,
70,3.093750e+00,-6.250000e-02,
71,3.031250e+00,-1.250000e-01,
72,3.093750e+00,-6.250000e-02,
73,3.031250e+00,-1.250000e-01,
74,3.031250e+00,-6.250000e-02,
75,3.093750e+00,-1.250000e-01,
76,3.093750e+00,-6.250000e-02,
77,3.031250e+00,-1.250000e-01,
78,3.093750e+00,-6.250000e-02,
79,3.031250e+00,-1.250000e-01,
80,3.062500e+00,-1.250000e-01,
81,3.093750e+00,-6.250000e-02,
82,3.031250e+00,-6.250000e-02,
83,3.093750e+00,-1.250000e-01,
84,3.093750e+00,-6.250000e-02,
85,3.031250e+00,-1.250000e-01,
86,3.093750e+00,-6.250000e-02,
87,3.031250e+00,-1.250000e-01,
88,3.062500e+00,-6.250000e-02,
89,3.125000e+00,-1.250000e-01,
90,3.093750e+00,-6.250000e-02,
91,-2.500000e-01,-1.250000e-01,
